Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20150209.Why do mirrors flip horizontally (but not vertically).vBpxhfBlVLU.en.txt,1,743,44.14,57.48,91.07,25.77,743.00,12.92,86.94,59.35,20.86,11.04,4.98,2.42,2.42,0.67,0.54,9.83,8.21,13.19,8.61,5.52,8.34,1.08,18.17,2.02,1.62,2.83,0.40,1.08,1.62,0.81,0.81,0.00,0.13,0.00,7.67,0.00,0.00,0.67,0.00,11.44,1.88,1.48,2.69,2.96,0.94,4.58,6.19,3.90,0.81,1.35,2.96,2.29,0.00,0.00,0.67,5.65,2.42,0.40,1.35,0.81,0.67,2.02,14.00,0.54,21.00,3.63,15.34,3.63,0.54,0.13,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.13,0.00,5.38,0.00,0.00,0.27,0.00,0.00,0.00,0.81,0.00,4.04,0.00,0.27
20200916.2D Motion - Physics 101 _ AP Physics 1 Review with Dianna Cowern.d1sGo8w6Lpw.en.txt,1,4083,56.91,70.43,77.31,37.92,1361.00,15.53,84.62,52.58,14.33,7.91,2.06,2.33,2.01,1.27,0.24,6.39,8.28,11.98,8.47,6.76,8.30,0.91,15.67,3.97,2.40,1.81,4.70,1.81,3.04,1.86,1.18,0.07,0.20,0.12,7.15,0.02,0.05,1.20,0.10,11.14,2.79,2.03,2.08,2.45,0.93,3.16,2.03,1.15,0.22,0.51,0.91,0.24,0.12,0.02,0.51,7.45,2.55,0.98,2.13,1.22,0.83,1.93,12.29,1.57,20.84,4.41,11.58,5.49,1.37,1.76,0.24,0.15,0.00,0.00,0.78,0.00,0.20,0.29,0.22,0.05,4.07,0.05,0.00,0.05,0.00,0.00,0.00,0.10,0.00,3.82,0.00,0.05
20150929.Epic Space Rescues ft. BrainCraft.ft3p2C6oO30.en.txt,1,1119,90.50,68.52,34.37,20.37,1119.00,19.57,77.93,47.45,8.67,4.65,0.36,0.18,0.63,1.16,2.32,4.02,9.20,14.92,6.79,4.65,6.17,0.45,13.23,3.40,2.32,1.88,3.04,2.41,3.49,1.43,1.79,0.54,0.00,0.27,6.34,0.00,0.71,0.00,1.16,9.03,1.70,1.97,1.34,1.34,2.23,1.52,2.06,1.16,0.36,0.36,2.14,1.52,0.45,0.00,0.18,6.17,0.54,1.70,2.41,0.89,1.07,2.50,8.67,0.63,17.52,3.66,8.31,6.43,2.23,0.54,0.09,0.18,0.00,0.18,0.18,0.00,0.00,0.09,0.09,0.00,1.97,0.00,0.00,0.18,0.00,0.00,0.00,0.36,0.00,1.43,0.00,0.00
20170526.Tricky Spool Riddle SOLUTION - ft Anne Wojcicki.59R1WN4tHrM.en.txt,1,984,37.24,68.71,42.84,91.65,984.00,12.30,87.30,54.07,17.68,9.04,3.56,0.91,4.27,0.20,0.10,8.64,7.22,11.28,11.79,6.30,6.20,2.03,22.87,4.47,1.93,1.73,1.73,2.54,5.28,4.67,0.61,0.00,0.30,0.00,8.43,0.20,0.10,0.61,0.20,13.62,3.15,2.64,1.93,3.56,0.91,3.15,1.42,0.51,0.10,0.61,0.61,0.20,0.10,0.00,0.10,6.10,1.63,0.71,2.03,1.52,0.30,1.63,16.46,2.74,12.20,4.47,6.00,2.13,0.91,0.30,0.20,0.30,0.00,0.00,4.67,0.00,0.41,3.46,1.02,0.00,6.50,0.10,0.00,0.20,0.00,0.00,0.00,0.41,0.00,5.79,0.00,0.00
20210115.Simple Harmonic Motion - Physics 101 _ AP Physics 1 Review with Dianna Cowern.Z92-7AY_S1A.en.txt,1,4648,57.19,61.85,71.92,57.09,4648.00,14.69,83.95,55.31,14.74,6.82,2.65,1.53,2.30,0.11,0.24,7.92,8.61,13.12,7.72,7.40,9.06,1.23,14.50,4.30,2.50,1.89,2.32,2.56,2.35,2.00,0.34,0.04,0.04,0.04,5.68,0.06,0.09,0.04,0.17,10.99,2.28,3.33,0.99,2.37,1.12,2.62,2.02,0.84,0.84,0.30,0.17,0.06,0.09,0.00,0.02,5.98,1.76,0.58,2.54,1.03,0.22,1.38,12.54,1.46,18.03,4.09,8.93,5.90,1.40,1.05,0.09,0.06,0.02,0.00,0.99,0.00,0.30,0.65,0.19,0.02,3.44,0.00,0.00,0.04,0.00,0.00,0.00,0.04,0.00,3.31,0.00,0.04
20140510.What is Color Flame Challenge Winner 2014.Um0ZXhrQUJ4.en.txt,1,709,52.23,84.51,37.20,46.57,709.00,11.99,89.28,54.58,15.94,8.46,0.71,1.27,5.78,0.00,0.71,7.48,7.76,11.99,10.01,6.77,6.06,1.13,17.21,8.60,3.81,2.40,0.99,3.24,1.97,1.55,0.42,0.14,0.00,0.00,9.73,0.00,0.00,0.00,0.00,12.69,2.96,0.85,0.71,2.96,1.69,4.80,15.51,13.96,0.14,0.28,1.83,1.41,0.14,0.00,0.28,3.81,1.27,0.85,0.56,0.99,0.28,2.12,13.68,0.71,11.28,2.96,5.64,2.82,0.28,0.14,0.00,0.00,0.00,0.00,2.12,0.00,0.14,0.42,1.27,0.14,3.39,0.00,0.00,0.28,0.00,0.00,0.00,0.14,0.00,2.96,0.00,0.00
20180817.The Broom Riddle (Solution) ft. Kurt Hugo Schneider part 3_3.9EkUvuHBm38.en.txt,1,1047,27.05,65.24,52.63,85.75,1047.00,11.17,89.59,56.45,17.48,8.88,3.72,0.38,4.39,0.10,0.29,8.60,6.78,10.32,11.37,8.21,8.21,1.34,18.34,5.06,2.77,1.62,4.20,2.48,5.16,4.30,0.86,0.00,0.38,0.10,7.16,0.00,0.38,0.10,0.19,12.03,2.58,3.25,2.10,2.01,1.24,2.96,3.15,1.24,0.67,1.15,0.76,0.38,0.19,0.00,0.19,4.78,0.57,1.05,1.53,1.72,0.10,2.48,14.23,2.10,14.33,1.81,8.88,3.53,1.24,0.96,0.96,0.10,0.00,0.00,3.82,0.00,0.76,2.39,0.57,0.00,6.30,0.00,0.00,0.19,0.00,0.00,0.00,1.15,0.00,4.30,0.00,0.67
20200706.Insanely Fun DIY Science Experiments at Home with Physics Girl.y8E61LsJOrI.en.txt,1,1749,71.55,64.93,36.84,58.22,1749.00,13.66,82.96,53.86,13.55,6.23,2.34,0.69,2.97,0.00,0.23,7.26,9.61,12.98,8.63,6.06,7.09,0.23,14.41,4.69,2.92,2.00,2.69,2.46,3.32,2.52,0.80,0.11,0.17,0.23,5.89,0.06,0.00,0.06,0.06,10.35,1.37,2.00,1.14,3.09,1.09,3.14,6.23,3.20,0.63,1.54,3.09,0.29,0.17,0.00,2.40,4.06,1.14,0.74,1.72,0.63,0.11,1.94,11.32,1.14,13.26,1.54,8.69,3.09,0.51,0.86,0.40,0.06,0.00,0.06,1.83,0.00,0.57,0.97,0.29,0.00,3.49,0.00,0.00,0.11,0.00,0.00,0.00,0.23,0.00,2.97,0.00,0.17
20160412.Could you replace your eye with a camera.psp_8xJfeWU.en.txt,1,1117,67.28,75.76,53.24,75.59,1117.00,16.11,85.23,53.09,13.16,6.54,0.63,0.36,4.30,0.09,1.16,6.62,8.15,14.06,8.15,6.36,8.15,1.07,16.65,5.91,3.40,2.69,1.97,2.15,3.94,3.31,0.63,0.00,0.54,0.00,8.33,0.00,0.00,0.27,0.00,12.98,2.15,1.97,1.34,3.04,1.61,4.30,7.07,5.73,0.00,1.25,4.48,4.21,0.18,0.00,0.27,3.40,0.54,1.07,0.98,1.52,0.00,1.61,11.28,1.43,15.85,3.85,9.13,4.21,0.72,0.54,0.36,0.09,0.00,0.00,1.07,0.00,0.27,0.63,0.18,0.00,2.60,0.00,0.00,0.18,0.00,0.00,0.00,0.18,0.00,2.24,0.00,0.00
20170913.FIRE IN FREEFALL - rare physics experiment.VAA_dNq_-8c.en.txt,1,967,57.50,64.91,56.12,61.07,967.00,13.34,85.83,55.74,12.82,6.62,2.07,2.17,1.96,0.00,0.41,6.10,8.79,12.72,8.38,8.07,9.31,1.24,16.03,6.10,4.14,1.55,1.55,3.62,3.10,2.48,0.62,0.10,0.10,0.10,6.20,0.00,0.10,0.10,0.00,12.41,1.76,3.00,1.65,3.00,1.24,3.10,4.76,1.24,0.62,2.90,0.10,0.10,0.00,0.00,0.00,7.03,2.48,1.55,2.07,1.03,0.10,3.10,10.34,0.31,16.65,3.21,10.13,4.14,1.14,0.31,0.10,0.31,0.10,0.10,1.55,0.10,0.10,0.72,0.52,0.00,3.62,0.00,0.00,0.21,0.00,0.00,0.00,0.41,0.00,2.79,0.00,0.21
20160301.Quantum Cryptography Explained.UiJiXNEm-Go.en.txt,1,1458,77.54,74.72,18.88,62.19,1458.00,20.37,77.23,49.93,10.84,5.97,1.30,0.82,1.99,0.69,1.17,4.87,7.61,13.92,7.89,4.87,7.75,0.55,15.02,4.25,2.74,1.51,4.60,1.92,3.57,2.74,0.82,0.07,0.14,0.00,9.05,0.07,0.00,0.41,0.48,12.76,2.40,3.64,2.33,3.16,0.41,3.29,1.44,0.75,0.41,0.21,0.41,0.14,0.21,0.21,0.00,6.17,1.78,1.17,1.71,0.96,0.75,2.74,11.11,1.03,11.73,1.78,6.38,3.50,2.26,0.41,0.00,0.27,0.00,0.34,0.21,0.07,0.00,0.00,0.14,0.00,2.88,0.00,0.00,0.14,0.00,0.00,0.00,0.48,0.00,2.13,0.00,0.14
20180816.Bowl Riddle Solution (Plus 2 BONUS riddles) ft. Kurt Hugo Schneider part 2_3._34bYpxK_OE.en.txt,1,1268,61.24,52.21,69.93,68.91,1268.00,11.44,89.12,56.15,16.25,9.15,4.26,0.55,3.71,0.08,0.55,7.10,8.52,13.80,8.91,5.60,7.10,1.42,17.59,3.71,3.47,1.42,1.66,2.37,4.34,3.31,1.03,0.16,0.24,0.16,6.39,0.00,0.08,0.16,0.08,13.41,2.92,1.50,2.37,3.71,1.42,4.42,3.55,1.34,0.79,1.42,1.34,0.39,0.00,0.00,0.87,6.55,0.63,1.18,3.00,1.58,0.24,1.74,13.25,1.97,14.98,3.47,9.38,2.44,1.50,2.37,0.55,0.24,0.08,0.00,3.23,0.00,0.71,1.81,0.47,0.08,4.97,0.00,0.00,0.16,0.00,0.00,0.00,0.39,0.00,3.86,0.00,0.55
20180625.Bandaids Glow when Opening! _ EVERYDAY MYSTERIES.DIILDg2d3Yk.en.txt,1,1481,65.08,58.54,61.52,75.83,1481.00,19.24,85.08,53.61,14.99,7.43,2.84,1.08,2.90,0.00,0.61,7.56,8.10,13.57,8.24,5.13,7.29,1.55,16.88,4.86,3.78,2.30,1.08,2.23,4.32,3.44,0.74,0.07,0.20,0.20,7.29,0.00,0.20,0.20,0.14,15.73,3.65,3.44,1.28,3.71,1.28,4.66,3.92,2.63,0.41,0.68,1.15,0.41,0.34,0.20,0.27,5.47,1.55,1.55,1.35,1.35,0.00,1.89,12.90,1.49,12.90,2.43,6.89,3.51,2.43,1.49,0.54,0.00,0.00,0.00,1.15,0.07,0.34,0.34,0.34,0.00,4.86,0.00,0.00,0.14,0.00,0.00,0.00,0.95,0.00,3.51,0.00,0.27
20200813.Fact-Checking this Viral Bottle Trick.jbgvQNhFDTo.en.txt,1,2170,70.73,64.39,65.33,17.11,2170.00,18.20,84.10,54.01,13.64,6.08,1.11,0.69,2.72,0.23,1.34,7.56,9.22,14.01,7.56,5.90,8.11,1.34,15.12,4.42,2.49,2.49,1.34,1.75,5.44,2.40,3.00,0.97,0.69,0.55,6.64,0.00,0.32,0.05,0.37,12.26,2.44,2.40,1.15,2.72,1.34,3.78,2.30,1.43,0.18,0.41,2.63,0.92,0.23,0.05,1.43,6.54,0.83,1.66,3.27,0.78,0.23,3.41,9.22,1.66,17.42,4.01,10.18,4.52,1.47,0.83,0.09,0.00,0.00,0.09,0.78,0.14,0.23,0.32,0.18,0.00,3.09,0.00,0.00,0.09,0.00,0.00,0.00,0.09,0.00,2.90,0.00,0.00
20170301.Everything you should know about TRAPPIST-1 exoplanets.lK2iJe7AM_Q.en.txt,1,2216,37.75,79.93,56.17,59.98,2216.00,14.49,87.68,58.80,16.47,8.17,1.62,2.93,2.08,0.05,1.49,8.30,6.99,13.72,10.88,9.16,8.39,1.13,17.37,3.84,2.93,2.39,2.30,2.71,2.57,2.17,0.36,0.00,0.00,0.14,9.16,0.05,0.09,0.09,0.09,12.32,3.02,1.67,1.40,3.75,1.31,3.02,2.08,1.49,0.45,0.14,0.68,0.14,0.27,0.00,0.27,7.36,3.56,0.68,2.03,1.35,0.14,2.21,13.45,1.35,15.70,1.90,9.34,4.74,1.40,0.50,0.05,0.05,0.05,0.00,1.58,0.00,0.05,1.04,0.50,0.00,4.47,0.00,0.00,0.14,0.00,0.00,0.00,0.14,0.00,3.93,0.00,0.27
20140905.The Vomit Comet ft. Emily Calandrelli _ EXPERT ANSWERS PHYSICS GIRL QUESTIONS.BnLQTUnXMg8.en.txt,1,903,49.42,87.98,43.67,33.41,903.00,14.40,90.03,58.69,17.61,10.63,1.77,0.66,5.76,0.44,1.99,6.98,8.31,13.51,8.86,5.54,9.41,1.55,17.05,2.77,2.44,2.10,3.88,1.22,3.10,1.77,1.33,0.11,0.22,0.11,12.18,0.00,0.00,0.44,0.11,11.07,2.44,2.21,1.44,2.33,0.89,3.32,4.10,1.11,0.22,1.77,1.99,0.66,0.66,0.33,0.33,6.31,1.22,1.22,2.55,2.10,0.22,2.88,12.40,1.00,14.40,2.55,8.64,2.99,1.99,1.11,0.11,0.22,0.11,0.00,0.89,0.22,0.00,0.44,0.22,0.00,3.54,0.00,0.00,0.22,0.00,0.00,0.00,0.11,0.00,3.21,0.00,0.00
20200410.Ballistic Ping Pong Ball vs. Tennis Ball at 450km_h!.rk-6wHimbUs.en.txt,1,2957,69.88,66.50,47.98,53.08,2957.00,13.09,82.85,52.42,13.09,6.29,1.22,1.39,2.71,0.51,0.47,6.80,8.32,13.53,8.18,5.68,7.27,1.29,14.81,4.80,3.15,1.93,3.62,2.13,3.58,2.50,1.05,0.10,0.41,0.03,6.59,0.10,0.03,0.34,0.30,12.38,2.03,2.60,2.40,2.54,1.15,3.72,1.69,0.64,0.17,0.54,1.25,0.74,0.14,0.00,0.30,6.83,1.56,0.88,2.77,1.25,0.57,2.10,10.04,1.15,16.64,4.13,10.18,3.58,0.68,2.16,0.44,0.00,0.03,0.07,1.35,0.20,0.37,0.34,0.34,0.03,4.46,0.00,0.14,0.07,0.00,0.00,0.00,0.91,0.00,2.98,0.00,0.37
20170112.My dad was stuck by lightning (TWICE!).9-E7koihWF4.en.txt,1,1307,54.95,66.59,41.69,54.58,1307.00,16.07,87.83,57.61,15.38,7.96,3.14,0.84,3.44,0.23,0.31,7.42,7.88,14.15,10.33,6.96,7.19,1.38,18.36,3.75,2.22,2.14,1.99,2.14,3.75,2.60,1.07,0.23,0.31,0.08,7.12,0.46,0.00,0.23,0.84,12.09,2.30,1.99,1.68,3.52,0.84,2.45,2.52,0.99,0.31,0.92,2.45,1.15,0.61,0.08,0.84,6.89,1.15,0.84,2.68,1.76,0.61,4.59,10.79,0.99,13.77,2.22,7.12,4.59,0.38,1.15,0.31,0.08,0.00,0.15,1.84,0.15,0.31,0.99,0.23,0.00,3.06,0.00,0.00,0.15,0.00,0.00,0.00,0.15,0.00,2.60,0.00,0.15
20190529.How to Make VORTEX RINGS in a Pool._18avidXxqY.en.txt,1,1198,60.35,69.77,53.57,49.04,1198.00,13.77,85.89,54.34,14.36,8.68,3.17,2.25,2.50,0.25,0.50,5.68,8.85,12.27,8.43,6.93,7.60,1.09,17.70,3.84,2.00,1.67,0.92,2.09,3.26,2.25,1.00,0.00,0.25,0.17,8.10,0.00,0.33,0.08,0.58,13.86,2.25,3.17,2.09,3.59,1.25,3.34,5.09,2.09,2.50,0.42,1.09,0.00,0.00,0.00,1.00,6.59,2.67,2.00,1.42,1.00,0.08,4.01,11.10,1.75,15.11,2.09,8.68,4.76,1.67,2.17,0.08,0.50,0.33,0.08,1.59,0.08,0.67,0.33,0.42,0.00,4.17,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.00,3.34,0.00,0.50
20200521.Unique at-home Science Experiments! with Physics Girl.EmqZBBuTMjA.en.txt,1,1902,59.11,62.58,60.24,51.34,1902.00,14.04,86.12,56.62,15.46,7.36,2.52,0.84,3.21,0.00,0.79,8.10,9.25,13.46,8.25,7.73,8.41,0.58,15.88,4.73,3.36,1.37,1.31,2.68,3.58,2.47,1.10,0.58,0.00,0.11,6.05,0.00,0.05,0.05,0.00,11.04,1.47,2.26,1.58,2.79,1.47,3.79,3.84,2.47,0.21,0.84,3.00,0.53,0.53,0.11,1.95,5.52,1.00,1.47,1.89,1.47,0.05,2.00,12.46,1.63,16.35,3.00,10.30,3.73,1.21,0.63,0.21,0.00,0.00,0.00,1.84,0.00,0.79,0.68,0.32,0.05,4.57,0.00,0.00,0.11,0.00,0.00,0.00,0.32,0.00,3.94,0.00,0.21
20180503.Crazy tic tac bounce! _ EVERYDAY MYSTERIES.x4ySPDvebes.en.txt,1,1314,52.89,53.65,79.89,90.79,1314.00,15.14,85.84,52.97,16.44,7.53,3.58,1.22,2.44,0.15,0.15,8.90,7.46,12.18,7.91,6.39,7.31,1.52,16.82,4.79,3.42,2.28,1.52,2.59,5.78,4.87,0.91,0.00,0.23,0.46,6.01,0.00,0.15,0.23,0.00,12.63,2.05,2.13,1.22,3.73,1.45,3.58,1.67,1.22,0.30,0.30,0.68,0.30,0.23,0.00,0.08,8.75,1.67,2.89,2.51,1.75,0.53,2.74,14.46,1.60,18.19,4.72,7.61,6.32,1.60,1.22,0.38,0.08,0.00,0.00,1.07,0.08,0.38,0.38,0.23,0.00,6.09,0.00,0.00,0.15,0.00,0.00,0.00,1.29,0.00,4.19,0.00,0.46
20180705.Can You Solve this Ice Diamond Riddle ft. Vsauce’s Michael Stevens.kiifM9APMNQ.en.txt,1,888,32.06,68.18,74.76,80.79,888.00,12.84,90.88,60.47,20.05,11.26,5.07,1.13,3.83,0.90,0.34,8.78,7.21,13.06,11.49,6.42,7.77,2.03,20.27,4.39,3.72,1.58,1.35,1.69,4.17,3.60,0.56,0.00,0.00,0.00,10.36,0.00,0.23,0.34,1.13,13.51,2.70,2.03,1.35,4.17,1.69,3.49,2.93,1.46,0.79,0.56,1.58,0.45,0.00,0.00,0.56,6.42,1.80,1.13,1.35,2.25,0.45,3.04,15.09,1.46,15.99,3.38,7.43,5.63,1.69,1.24,0.00,0.11,0.00,0.00,2.48,0.00,0.90,1.24,0.45,0.00,6.87,0.00,0.00,0.23,0.00,0.00,0.00,0.45,0.00,5.86,0.00,0.34
20160119.Spaceships pushed by LIGHT – the future of space travel.oIuvIDhcs8E.en.txt,1,984,75.75,61.60,51.60,74.91,984.00,18.19,79.07,48.48,10.26,4.07,0.30,0.41,2.03,0.10,1.22,6.20,7.83,12.60,7.01,6.00,7.11,1.22,12.40,4.98,3.25,1.32,2.13,3.05,3.05,2.85,0.20,0.10,0.00,0.10,5.49,0.00,0.00,0.20,0.10,9.55,1.93,2.44,1.02,1.32,0.91,3.46,3.86,3.05,0.30,0.41,0.51,0.30,0.00,0.00,0.10,3.66,0.61,0.81,1.52,0.81,0.00,1.12,10.57,0.61,16.67,4.98,8.74,3.96,2.34,0.51,0.00,0.61,0.00,0.00,0.51,0.00,0.00,0.10,0.41,0.00,2.54,0.10,0.00,0.20,0.00,0.00,0.00,0.10,0.00,1.93,0.00,0.20
20180516.The Most MYSTERIOUS Object in the Universe.GHsQl-k3syg.en.txt,1,1296,40.31,68.65,25.52,53.32,1296.00,18.36,83.10,55.40,16.51,9.18,2.62,1.93,1.39,0.62,2.62,7.33,6.25,12.65,9.72,7.41,7.95,1.70,17.28,6.79,3.78,1.70,1.54,3.09,2.85,2.16,0.69,0.15,0.00,0.00,9.72,0.00,0.23,0.69,0.15,12.58,2.93,1.77,1.16,2.70,1.08,3.86,5.09,4.01,0.31,0.77,0.54,0.39,0.15,0.00,0.00,5.79,2.24,1.00,1.00,1.39,0.15,3.78,12.11,0.69,9.41,1.00,5.32,3.47,1.70,0.69,0.31,0.08,0.00,0.00,1.00,0.00,0.23,0.31,0.15,0.23,4.24,0.00,0.00,0.15,0.00,0.00,0.00,0.08,0.00,3.78,0.00,0.23
"20210119.Waves, Light and Sound - Physics 101 _ AP Physics 1 Review with Dianna Cowern.Y1LbQBgvISs.en.txt",1,4216,60.13,68.40,70.69,59.46,4216.00,14.71,85.89,54.93,14.61,7.02,2.23,1.76,2.56,0.07,0.40,7.59,8.75,13.40,8.14,7.21,8.89,0.66,16.58,4.98,4.01,1.97,2.47,2.32,2.87,2.32,0.55,0.21,0.00,0.09,7.02,0.00,0.05,0.00,0.07,11.08,2.18,2.35,1.52,2.85,0.85,3.63,4.79,2.68,1.49,0.57,0.88,0.24,0.05,0.00,0.47,5.62,2.18,0.45,1.90,1.07,0.07,1.85,13.52,1.21,17.81,5.24,8.78,4.41,1.26,1.07,0.09,0.00,0.00,0.00,0.64,0.02,0.07,0.33,0.14,0.02,3.70,0.00,0.00,0.05,0.00,0.00,0.00,0.05,0.00,3.46,0.00,0.14
20180131.Only some humans can see this type of light.CSu0cV3fqi8.en.txt,1,1516,62.68,67.54,31.30,80.70,1516.00,19.99,84.10,52.77,13.26,6.07,1.65,0.53,3.03,0.07,0.79,7.19,6.93,14.05,9.04,6.07,7.98,1.06,15.30,4.62,3.10,1.52,0.79,2.77,4.22,3.63,0.59,0.13,0.00,0.00,7.12,0.00,0.13,0.20,0.13,11.08,2.11,1.98,1.32,3.50,0.92,3.43,6.66,5.87,0.26,0.33,1.25,0.40,0.20,0.00,0.33,3.96,0.92,0.79,1.12,1.06,0.20,0.92,13.59,1.32,12.27,2.51,7.65,2.24,1.78,0.99,0.13,0.13,0.00,0.00,1.52,0.00,0.20,0.99,0.26,0.00,3.83,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.00,3.23,0.00,0.33
20180906.What Size Magnet Can ERASE a Credit Card.OU4VoE15wIw.en.txt,1,1843,41.44,62.16,32.56,86.73,1843.00,12.86,84.26,56.76,17.53,7.81,2.88,1.84,2.22,0.22,0.65,9.71,7.43,12.10,9.33,7.16,8.14,1.36,16.55,4.45,3.36,2.22,2.01,1.68,4.61,4.07,0.54,0.05,0.16,0.11,7.54,0.05,0.27,0.05,0.33,12.53,1.95,2.82,1.41,2.77,0.92,4.29,2.33,1.14,0.43,0.76,0.54,0.22,0.22,0.00,0.11,6.13,2.22,0.98,1.95,0.54,0.49,2.44,13.29,1.47,10.80,2.06,6.29,2.66,3.64,1.09,0.00,2.98,0.11,0.00,2.28,0.00,0.65,1.03,0.54,0.05,4.83,0.00,0.00,0.11,0.05,0.00,0.00,0.54,0.00,3.85,0.00,0.27
20200903.Freefall - Physics 101 _ AP Physics 1 Review with Dianna Cowern.Lcf74nxpSQE.en.txt,1,3859,57.81,66.28,91.14,33.83,551.29,13.84,86.01,52.32,15.16,8.24,3.27,2.25,2.31,0.16,0.26,6.92,6.69,13.42,7.90,7.10,7.46,0.67,16.53,5.26,2.62,1.84,8.27,2.59,2.85,1.66,1.19,0.13,0.41,0.16,6.22,0.00,0.08,0.08,0.10,9.87,2.93,2.02,1.53,2.12,0.57,2.62,1.55,0.75,0.31,0.47,0.36,0.05,0.05,0.00,0.23,8.47,2.44,0.80,3.86,1.11,0.39,2.25,13.11,1.89,21.97,4.69,11.87,6.19,1.43,0.83,0.03,0.21,0.00,0.00,0.86,0.03,0.21,0.26,0.29,0.05,4.22,0.16,0.00,0.05,0.00,0.00,0.00,0.03,0.00,3.84,0.00,0.16
20160628.Should you go to Mars ft Bill Nye.TDYDdr4HVdQ.en.txt,1,1727,42.10,71.29,39.46,71.43,1727.00,14.48,87.43,56.75,16.21,8.34,2.55,1.91,3.18,0.12,0.58,7.87,6.20,13.43,10.71,6.60,7.47,2.37,19.63,3.07,1.68,1.62,1.62,2.49,3.82,3.13,0.69,0.06,0.12,0.12,9.09,0.06,0.06,0.12,0.12,14.88,2.78,2.08,3.42,2.43,2.26,3.59,1.51,0.75,0.46,0.35,1.80,0.29,0.87,0.00,0.58,7.18,2.43,1.22,1.45,2.08,0.23,2.49,14.42,1.33,14.01,3.71,7.18,3.18,2.32,0.75,0.06,0.58,0.00,0.23,1.97,0.06,0.35,1.22,0.41,0.00,4.11,0.00,0.00,0.12,0.00,0.00,0.00,0.29,0.00,3.71,0.00,0.00
20161222.How to control light with water.gUPbysSt7XU.en.txt,1,1985,63.77,74.55,58.35,44.19,1985.00,15.06,84.53,54.61,14.31,7.05,1.96,1.41,2.92,0.05,0.71,7.25,8.61,14.06,8.21,7.20,8.06,0.91,16.57,4.53,3.43,1.91,1.61,2.37,2.52,1.76,0.76,0.05,0.45,0.00,8.77,0.05,0.10,0.00,0.05,10.43,1.76,1.81,1.41,2.32,1.36,3.63,3.68,2.62,0.81,0.25,1.76,0.35,0.55,0.00,0.81,6.05,2.12,0.45,1.66,1.76,0.25,2.17,12.85,1.46,16.37,3.58,8.92,4.58,0.81,1.21,0.30,0.10,0.00,0.05,1.96,0.00,0.35,1.01,0.50,0.05,4.28,0.00,0.10,0.10,0.00,0.00,0.00,0.30,0.00,3.63,0.00,0.15
20170125.DIY Lightning Experiment! Make a SHOCKING Capacitor.rG7N_Zv6_gQ.en.txt,1,1266,69.06,73.37,44.32,73.03,1266.00,14.45,82.70,53.71,14.93,7.58,2.05,1.74,3.08,0.32,0.39,7.27,8.77,13.59,7.74,5.53,6.71,1.42,15.24,4.90,3.87,1.03,2.29,2.13,4.19,3.32,0.79,0.00,0.08,0.47,8.14,0.16,0.16,0.55,0.39,9.87,1.42,2.05,0.79,2.37,0.79,3.16,3.24,1.34,0.32,1.58,0.95,0.39,0.08,0.08,0.16,7.50,2.53,1.82,2.53,1.26,0.08,3.00,10.11,1.42,14.61,2.37,9.08,3.40,1.90,0.79,0.24,0.24,0.00,0.00,2.45,0.08,0.32,1.34,0.55,0.00,3.48,0.00,0.16,0.16,0.00,0.00,0.00,0.16,0.00,2.84,0.00,0.16
20200925.Why RED BUBBLES are impossible… or are they!.Oa5jQWJaFoQ.en.txt,1,2156,34.86,71.74,37.63,53.68,1078.00,14.05,89.24,59.23,16.33,7.61,1.35,0.42,4.68,0.00,1.16,8.72,7.24,12.48,10.62,6.63,11.32,1.21,16.93,5.94,2.64,1.99,1.58,2.55,2.23,1.86,0.37,0.09,0.05,0.05,8.21,0.05,0.05,0.05,0.00,13.45,1.72,2.13,2.27,3.85,1.95,5.01,9.09,7.75,0.51,0.60,0.32,0.05,0.09,0.00,0.09,5.71,0.93,0.32,1.95,2.55,0.05,1.48,14.98,1.81,13.31,2.32,7.61,3.39,0.51,1.16,0.05,0.00,0.00,0.00,0.65,0.00,0.19,0.28,0.19,0.00,4.45,0.05,0.00,0.09,0.00,0.00,0.00,0.14,0.00,3.99,0.00,0.19
