Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20140613.Electronegativity _ Atomic structure and properties _ AP Chemistry _ Khan Academy.Rr7LhdSKMxY.en.txt,1,1735,41.30,75.73,20.61,60.74,1735.00,16.08,82.77,58.62,15.97,5.59,0.69,1.50,2.19,0.00,1.21,10.37,7.38,14.01,10.72,8.30,9.57,0.86,19.08,5.36,5.36,2.54,2.54,4.50,2.42,2.13,0.29,0.00,0.00,0.06,7.49,0.00,0.00,0.00,0.00,11.76,2.77,1.73,1.90,3.00,1.04,2.65,1.27,0.58,0.23,0.46,0.23,0.00,0.00,0.00,0.17,5.53,2.31,0.35,1.79,1.27,0.00,1.10,15.68,1.79,11.87,1.96,7.72,2.19,0.35,0.40,0.00,0.46,0.00,0.00,0.52,0.00,0.00,0.06,0.35,0.00,3.40,0.00,0.00,0.12,0.00,0.00,0.00,0.06,0.00,3.23,0.00,0.00
20150730.Concentration gradients _ Membranes and transport _ Biology _ Khan Academy.CNP-dCQ-Cmg.en.txt,1,618,62.46,78.61,92.81,28.46,618.00,16.83,91.42,58.90,15.37,8.09,1.29,2.59,2.75,0.00,1.46,7.28,7.61,16.67,9.87,6.96,6.96,1.62,19.90,4.37,3.56,1.78,0.97,3.40,1.78,0.97,0.81,0.00,0.00,0.81,8.41,0.00,0.16,0.00,0.00,11.97,4.21,0.65,0.97,3.24,0.97,2.91,4.53,3.07,0.49,0.97,1.13,0.97,0.00,0.00,0.00,6.80,2.75,0.16,3.24,0.65,0.00,4.53,11.17,2.59,22.33,4.85,14.72,2.75,0.32,0.32,0.00,0.16,0.00,0.00,0.49,0.00,0.16,0.00,0.32,0.00,4.37,0.00,0.00,0.32,0.00,0.00,0.00,0.32,0.00,3.72,0.00,0.00
20100202.Photosynthesis -  Calvin Cycle.slm6D2VEXYs.en.txt,1,2219,44.36,83.26,24.94,45.65,2219.00,15.19,81.61,55.70,17.44,8.38,2.07,3.02,2.43,0.00,0.86,9.06,7.30,11.76,9.51,5.86,8.52,0.68,17.58,2.30,1.58,1.67,4.60,2.07,2.52,1.80,0.72,0.09,0.00,0.50,9.19,0.00,0.09,0.59,0.09,11.54,1.49,5.45,1.04,1.76,0.63,2.25,2.30,2.03,0.27,0.00,0.45,0.27,0.05,0.00,0.18,6.85,3.70,0.59,1.49,1.22,0.09,2.70,13.43,2.21,12.17,2.21,5.95,4.01,1.08,0.18,0.05,0.00,0.00,0.00,0.36,0.00,0.00,0.05,0.27,0.00,4.73,0.00,0.00,0.09,0.05,0.00,0.00,0.41,0.00,3.92,0.00,0.27
20150703.Arrhenius definition of acids and bases _ Biology _ Khan Academy.Y4HzGldIAss.en.txt,1,1211,43.13,72.39,28.94,63.34,1211.00,19.08,81.50,61.02,16.43,5.37,0.83,0.58,3.30,0.25,0.41,11.07,10.32,11.31,11.73,8.09,7.76,0.99,19.49,1.82,0.74,1.07,0.66,1.49,2.81,2.39,0.41,0.00,0.00,0.41,6.19,0.00,0.00,0.00,0.33,10.82,3.72,2.64,1.57,1.73,1.07,2.31,3.06,0.83,0.83,0.00,1.07,0.00,0.00,0.00,1.07,5.45,0.74,1.98,1.65,1.07,0.08,1.98,13.05,3.22,12.63,4.21,5.20,3.14,0.50,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.17,0.41,0.08,3.39,0.00,0.00,0.17,0.00,0.00,0.00,0.08,0.00,3.14,0.00,0.00
20150707.Isomers _ Properties of carbon _ Biology _ Khan Academy.z8M4EciPpYI.en.txt,1,1127,19.82,59.82,39.68,43.56,1127.00,17.66,78.44,55.99,16.68,6.65,0.89,1.15,2.40,0.00,2.22,10.03,4.97,9.67,12.60,7.99,8.78,1.42,15.88,5.41,5.06,2.22,7.19,3.73,1.06,0.98,0.00,0.00,0.00,0.00,9.14,0.71,0.00,0.71,0.00,12.95,0.62,1.86,0.98,2.13,0.62,7.90,1.86,1.24,0.35,0.27,0.89,0.27,0.18,0.00,0.09,3.73,1.51,0.35,2.04,0.00,0.00,0.98,13.04,1.51,11.00,0.98,8.34,1.69,0.44,0.00,0.00,0.00,0.00,0.00,1.24,0.00,0.09,0.35,0.09,0.00,3.99,0.00,0.00,0.18,0.00,0.00,0.00,0.27,0.00,3.55,0.00,0.00
"20150813.Endergonic, exergonic, exothermic, and endothermic reactions _ Khan Academy.J2L-X2sUigs.en.txt",1,2281,33.38,68.51,52.92,87.89,2281.00,15.69,84.09,58.53,16.79,6.14,0.66,1.89,2.67,0.00,0.92,10.65,5.66,13.72,11.71,7.67,9.21,0.96,19.38,6.14,5.00,1.71,1.58,2.81,4.69,4.16,0.53,0.31,0.00,0.22,7.63,0.00,0.00,0.00,0.00,13.46,2.10,2.32,1.58,3.95,0.79,5.74,1.71,1.14,0.44,0.00,0.04,0.00,0.00,0.00,0.00,5.79,2.19,1.18,1.53,0.88,0.00,1.23,16.09,2.59,14.51,3.77,7.67,3.51,1.18,0.13,0.00,0.39,0.00,0.00,0.66,0.00,0.09,0.22,0.31,0.00,4.21,0.00,0.00,0.09,0.00,0.00,0.00,0.18,0.00,3.95,0.00,0.00
20131029.Electronegativity and bonding _ Chemical bonds _ Chemistry _ Khan Academy.126N4hox9YA.en.txt,1,2097,64.41,65.22,27.73,68.95,2097.00,18.69,78.16,56.37,12.64,5.34,1.24,2.91,0.95,0.05,0.19,7.11,9.20,14.97,9.54,7.44,9.11,1.24,17.79,5.96,4.67,1.10,3.10,2.58,3.43,2.81,0.52,0.00,0.00,0.38,5.63,0.00,0.00,0.00,0.05,8.20,1.57,0.76,1.38,1.81,1.00,3.10,2.10,1.96,0.14,0.00,0.00,0.00,0.00,0.00,0.00,6.10,3.24,0.91,1.29,0.76,0.24,1.34,13.02,2.24,12.97,2.86,7.92,2.29,0.29,0.14,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.14,0.05,0.00,4.39,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,4.24,0.00,0.05
20150716.Antiparallel structure of DNA strands _ Biology _ Khan Academy.0CQ5ls3Uc2Q.en.txt,1,1858,37.23,78.72,24.71,44.49,1858.00,13.67,80.57,61.63,17.92,7.53,1.51,2.58,2.05,0.00,1.40,10.39,8.56,12.38,10.76,8.61,8.67,0.48,16.90,2.53,1.99,1.78,3.50,2.85,1.24,1.13,0.11,0.00,0.00,0.11,8.93,0.00,0.00,0.00,0.00,8.29,1.18,1.40,1.45,1.45,0.48,3.61,3.66,1.78,0.48,0.16,1.08,0.22,0.00,0.00,0.86,6.19,3.50,0.65,1.78,0.59,0.05,1.45,13.29,2.21,12.06,1.29,7.59,3.12,0.11,0.48,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.48,0.00,3.66,0.00,0.00,0.11,0.00,0.00,0.00,0.27,0.00,3.28,0.00,0.00
20100216.Anatomy of a muscle cell.uY2ZOsCnXIA.en.txt,1,2836,25.71,74.64,38.75,29.91,2836.00,13.22,85.65,62.55,19.85,8.29,2.68,2.01,2.68,0.00,0.92,11.57,7.51,12.41,11.74,8.53,9.59,0.28,18.19,2.01,1.97,1.59,0.81,3.17,0.49,0.35,0.11,0.00,0.00,0.00,8.25,0.00,0.07,0.00,0.04,8.11,1.16,0.85,1.69,3.03,0.67,3.35,2.26,1.66,0.28,0.25,4.13,3.88,2.36,0.00,0.07,4.30,2.26,0.46,0.99,0.67,0.07,1.83,13.15,2.89,13.79,2.68,8.64,2.64,0.32,0.99,0.00,0.07,0.04,0.00,0.11,0.00,0.00,0.00,0.11,0.00,4.27,0.00,0.00,0.07,0.00,0.00,0.00,0.11,0.00,4.09,0.00,0.00
"20100218.Types of immune responses - Innate and adaptive, humoral vs. cell-mediated _ NCLEX-RN _ Khan Academy.rp7T4IItbtM.en.txt",1,1471,29.18,75.61,38.00,52.55,1471.00,14.68,86.27,59.48,18.35,9.11,2.79,2.04,3.26,0.00,1.02,9.25,7.27,12.24,11.15,8.43,9.04,1.16,17.95,3.67,1.77,2.31,1.02,2.45,2.65,2.04,0.61,0.27,0.20,0.00,9.86,0.00,0.07,0.00,0.07,13.12,1.84,2.45,1.43,2.72,1.84,4.28,2.72,1.84,0.54,0.14,4.42,1.70,2.45,0.00,0.20,3.94,2.11,0.75,0.82,0.34,0.14,2.04,14.21,2.04,11.69,1.36,6.66,3.67,0.75,0.88,0.00,0.00,0.00,0.20,1.50,0.00,1.09,0.07,0.27,0.00,6.05,0.00,0.00,0.14,0.14,0.00,0.00,0.41,0.00,5.23,0.00,0.14
20141210.DNA replication and RNA transcription and translation _ Khan Academy.6gUY5NoX1Lk.en.txt,1,2622,22.06,70.08,29.08,49.93,2622.00,14.84,82.80,61.06,17.89,7.32,2.44,1.87,2.56,0.04,0.42,10.56,6.83,11.56,11.98,9.31,10.41,0.53,19.07,2.63,2.02,1.91,2.06,2.86,1.45,1.37,0.08,0.00,0.00,0.04,7.06,0.00,0.00,0.00,0.04,10.49,1.41,1.87,1.53,2.33,0.95,3.24,2.48,0.84,0.34,0.19,0.88,0.23,0.19,0.00,0.57,4.65,2.17,0.50,1.26,0.69,0.08,1.60,13.62,2.59,12.17,1.68,7.02,3.51,0.61,0.61,0.00,0.04,0.00,0.00,0.99,0.00,0.53,0.11,0.34,0.00,4.20,0.00,0.00,0.08,0.00,0.00,0.00,0.11,0.00,4.00,0.00,0.00
20150802.Electrochemical gradients and secondary active transport _ Khan Academy.wbWL2wfvsM8.en.txt,1,956,57.78,63.51,33.92,83.43,956.00,20.19,83.26,58.47,14.75,4.71,0.42,1.05,1.67,0.00,1.57,10.04,7.32,15.79,9.21,7.22,9.31,0.84,17.36,5.02,3.03,1.05,1.05,2.20,4.08,3.66,0.42,0.00,0.00,0.42,5.96,0.00,0.00,0.00,0.00,14.75,2.51,2.93,3.03,3.03,1.78,3.97,0.94,0.52,0.42,0.00,0.21,0.00,0.00,0.00,0.21,7.53,1.36,1.15,3.66,1.46,0.00,1.36,12.45,3.66,14.64,4.92,8.37,1.67,0.21,0.42,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.21,0.00,3.56,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,3.35,0.00,0.00
20100224.Inflammatory response _ Human anatomy and physiology _ Health & Medicine _ Khan Academy.FXSuEIMrPQk.en.txt,1,2699,33.44,80.49,36.99,26.38,2699.00,16.56,85.14,59.65,17.30,7.93,1.41,1.78,2.52,0.00,2.22,9.37,7.37,12.41,11.30,8.78,8.74,0.59,18.41,3.26,1.70,1.56,0.70,3.19,2.26,1.15,1.11,0.07,0.52,0.07,9.23,0.00,0.11,0.00,0.04,11.34,1.78,1.74,0.67,3.56,1.56,2.93,2.63,1.04,0.56,0.82,2.78,1.30,1.37,0.00,0.26,5.56,1.85,0.44,1.82,1.26,0.22,1.63,13.75,3.00,13.56,2.74,7.97,2.89,0.52,0.48,0.04,0.07,0.00,0.07,0.26,0.00,0.07,0.07,0.07,0.04,4.78,0.00,0.00,0.07,0.00,0.00,0.00,0.33,0.00,4.33,0.00,0.04
20150702.Capillary action and why we see a meniscus _ Chemistry _ Khan Academy.eQXGpturk3A.en.txt,1,1672,25.97,75.43,34.82,60.92,1672.00,16.15,84.15,63.70,18.78,7.12,1.32,1.73,3.89,0.00,0.18,11.66,8.43,11.36,11.30,9.33,9.51,0.84,17.46,3.77,2.39,1.91,0.54,1.85,1.97,1.91,0.06,0.00,0.06,0.00,7.78,0.00,0.06,0.00,0.00,11.06,0.90,1.56,2.03,3.65,1.26,4.37,2.03,1.26,0.54,0.24,2.27,0.18,0.12,0.00,1.97,6.28,1.85,0.36,2.33,1.73,0.00,2.15,13.10,2.33,14.11,1.97,9.39,2.87,0.42,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.18,0.30,0.00,3.83,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,3.71,0.00,0.00
"20090923.Mitosis, Meiosis and Sexual Reproduction.kaSIjIzAtYA.en.txt",1,3278,33.44,68.06,22.99,37.65,3278.00,14.55,80.78,59.91,18.46,8.05,3.14,1.22,2.38,0.00,1.31,10.40,7.29,11.78,11.10,6.89,9.03,0.52,16.50,2.35,1.16,1.28,5.06,2.99,1.34,1.01,0.34,0.03,0.00,0.06,8.79,0.76,0.00,0.61,0.46,11.93,1.56,1.89,1.68,4.00,0.92,4.03,1.04,0.64,0.34,0.06,1.16,0.27,0.15,0.18,0.58,3.97,1.80,1.10,1.04,0.49,0.09,2.04,12.02,2.35,9.52,1.28,5.13,3.02,1.10,0.85,0.00,0.03,0.03,0.00,0.21,0.00,0.00,0.00,0.15,0.06,2.75,0.00,0.00,0.06,0.00,0.00,0.00,0.06,0.00,2.62,0.00,0.00
20150803.Exocytosis _ Membranes and transport _ Biology _ Khan Academy.VOzV4d0HKis.en.txt,1,823,31.18,62.40,20.98,45.88,823.00,18.83,80.44,61.97,18.35,6.80,1.46,1.58,1.58,0.00,2.19,11.54,6.68,13.24,11.30,8.87,8.26,0.97,17.25,2.31,1.34,2.07,0.85,2.55,1.82,1.46,0.36,0.24,0.00,0.00,6.93,0.00,0.24,0.00,0.00,12.03,1.09,1.94,1.94,2.67,1.70,4.50,1.58,1.46,0.00,0.12,0.85,0.85,0.00,0.00,0.00,3.65,1.94,0.49,0.97,0.24,0.00,2.07,13.24,2.67,11.06,2.43,5.59,3.16,0.61,0.12,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.12,0.24,0.00,3.04,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,2.79,0.00,0.00
20100205.C-4 Photosynthesis.7ynX_F-SwNY.en.txt,1,2798,29.69,69.67,36.35,37.14,2798.00,14.94,78.63,58.04,16.80,6.72,1.57,1.50,2.72,0.00,0.93,10.08,7.01,10.51,11.33,7.76,9.19,0.86,16.65,1.97,1.82,1.50,2.11,2.32,1.47,1.04,0.39,0.11,0.00,0.04,7.33,0.00,0.00,0.18,0.00,10.26,1.22,2.36,1.25,2.39,0.93,3.97,1.43,0.43,0.54,0.21,0.29,0.07,0.14,0.00,0.07,4.68,1.57,0.57,1.18,1.07,0.39,1.72,13.55,2.68,13.40,1.82,7.54,4.22,1.29,0.36,0.00,0.04,0.00,0.00,0.18,0.00,0.04,0.00,0.14,0.00,4.04,0.00,0.00,0.07,0.00,0.00,0.00,0.32,0.00,3.65,0.00,0.00
20100211.Electrotonic and Action Potentials.gkQtRec2464.en.txt,1,3547,37.07,76.90,73.89,71.78,3547.00,13.79,88.92,60.64,17.90,7.53,1.95,3.95,0.96,0.14,0.54,10.37,6.74,14.74,9.90,9.08,9.39,0.79,21.34,6.48,4.17,1.27,1.78,4.40,2.57,2.51,0.06,0.00,0.03,0.03,8.35,0.00,0.34,0.00,0.45,13.22,2.14,2.09,1.21,3.52,2.88,3.16,2.54,0.62,1.49,0.06,0.23,0.20,0.03,0.00,0.00,9.53,4.00,0.96,0.96,3.64,0.08,1.41,17.08,3.98,18.95,3.61,11.87,3.81,0.37,0.25,1.41,0.00,0.00,0.00,0.28,0.00,0.06,0.08,0.17,0.00,5.69,0.00,0.00,0.06,0.00,0.00,0.00,0.06,0.00,5.55,0.00,0.03
"20100219.Review of B cells, CD4+ T cells and CD8+ T cells _ NCLEX-RN _ Khan Academy.xaz5ftvZCyI.en.txt",1,1918,32.33,68.23,17.45,44.90,1918.00,15.02,81.96,53.55,16.94,7.09,2.29,0.63,1.56,0.52,2.09,9.85,6.47,9.44,9.54,6.78,9.28,0.73,16.58,3.65,2.29,1.56,0.99,2.71,3.34,2.19,1.15,0.36,0.36,0.00,9.96,0.21,0.42,0.52,0.73,14.86,2.29,3.60,2.45,4.12,1.72,4.33,1.88,0.57,1.09,0.10,1.25,0.26,0.89,0.00,0.16,4.28,0.94,0.26,1.41,1.30,0.52,1.88,13.03,2.14,9.44,1.41,4.07,3.86,1.09,1.30,0.00,0.10,0.00,0.36,2.29,0.05,1.72,0.00,0.36,0.05,4.95,0.00,0.00,0.10,0.00,0.00,0.00,1.56,0.00,3.28,0.00,0.00
"20150730.Hypotonic, isotonic, and hypertonic solutions (tonicity) _ Khan Academy.afWnU10ZNfg.en.txt",1,1301,77.66,65.54,73.40,28.33,1301.00,14.83,85.78,63.49,13.68,5.53,1.31,2.00,2.08,0.00,0.15,8.15,10.45,19.06,11.53,5.76,7.76,1.08,20.52,3.00,2.84,0.69,0.46,1.92,1.23,0.69,0.54,0.23,0.00,0.31,5.76,0.08,0.00,0.08,0.00,10.76,2.54,2.31,1.15,4.00,0.46,3.46,1.61,1.46,0.15,0.00,2.38,0.31,0.08,0.00,2.00,5.69,2.08,1.84,1.31,0.31,0.23,0.92,13.53,5.53,18.60,5.61,10.38,2.69,0.15,0.08,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.38,0.00,4.46,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,4.30,0.00,0.00
20111101.Species.Tmt4zrDK3dA.en.txt,1,1665,23.66,74.57,16.66,43.26,1665.00,17.06,83.66,60.00,18.56,8.11,0.90,2.76,1.50,0.06,2.88,10.45,6.07,10.57,9.85,7.33,10.51,1.38,14.05,6.85,6.19,1.74,0.90,3.96,1.08,1.02,0.06,0.00,0.00,0.00,12.43,0.06,0.18,0.66,0.78,18.14,2.04,2.46,1.86,4.98,1.86,7.81,2.46,1.92,0.54,0.00,0.66,0.18,0.48,0.12,0.12,5.29,3.24,0.60,0.90,0.60,0.06,1.32,12.55,1.02,6.37,0.48,3.96,1.68,1.32,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.36,0.00,1.86,0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,1.62,0.00,0.00
20110317.Ape Clarification.oFGkYA_diDA.en.txt,1,166,31.47,23.49,21.50,92.75,166.00,12.05,77.71,59.04,12.65,3.01,3.01,0.00,0.00,0.00,0.00,9.64,8.43,9.04,10.84,7.23,11.45,3.01,13.25,4.82,1.20,0.60,2.41,0.00,5.42,4.82,0.60,0.00,0.00,0.00,3.61,0.60,0.00,0.00,0.00,12.05,2.41,0.00,1.20,1.81,2.41,4.82,3.01,1.20,0.00,0.60,0.60,0.60,0.00,0.00,0.00,5.42,0.60,0.60,0.00,3.61,0.60,2.41,10.84,0.60,7.23,0.00,5.42,1.20,0.00,1.81,0.60,0.00,0.00,0.00,0.60,0.00,0.00,0.60,0.00,0.00,4.22,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,3.01,0.00,0.00
20100218.Professional antigen presenting cells (APC) and MHC II complexes _ NCLEX-RN _ Khan Academy.j_kSmmEpvQk.en.txt,1,2067,31.07,74.01,23.14,40.57,2067.00,15.77,82.10,59.55,20.13,7.60,1.55,2.27,1.31,0.15,2.32,12.53,6.97,12.39,9.97,7.06,9.34,0.73,17.27,3.10,1.79,1.35,0.87,2.85,1.60,1.21,0.39,0.00,0.00,0.00,8.85,0.05,0.34,0.05,0.48,10.45,1.94,1.11,0.68,3.00,1.45,3.73,2.08,1.16,0.82,0.05,1.02,0.15,0.44,0.00,0.53,5.18,2.32,0.34,1.21,1.35,0.05,2.27,12.92,2.76,10.21,1.55,5.76,2.66,0.92,0.63,0.00,0.05,0.00,0.00,1.89,0.00,1.64,0.05,0.15,0.00,4.89,0.00,0.05,0.10,0.00,0.00,0.00,0.63,0.00,4.11,0.00,0.00
20140605.ATP - Adenosine triphosphate _ Energy and enzymes _ Biology _ Khan Academy.PK6HmIe2EAg.en.txt,1,1015,38.54,61.26,64.03,91.45,1015.00,13.50,85.91,59.61,17.44,7.29,2.96,0.59,2.76,0.00,0.99,10.15,7.39,13.60,10.64,7.59,10.05,0.30,17.44,3.25,2.46,2.07,2.17,2.96,5.22,4.63,0.59,0.00,0.00,0.59,5.71,0.00,0.00,0.00,0.00,9.75,1.97,1.87,1.48,3.55,0.10,2.96,1.67,1.67,0.00,0.00,0.79,0.10,0.10,0.00,0.20,5.71,1.58,0.39,2.76,1.08,0.00,0.59,13.50,4.04,16.75,3.15,9.46,4.04,0.59,0.20,0.10,0.49,0.00,0.10,0.30,0.00,0.20,0.00,0.10,0.00,3.84,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,3.65,0.00,0.00
20100202.Photosynthesis.-rsYk4eCKnA.en.txt,1,2256,36.82,72.51,22.84,44.43,2256.00,17.51,84.75,57.36,18.35,8.02,1.99,2.79,2.48,0.00,0.75,10.33,7.18,11.57,8.73,6.87,9.62,0.84,16.40,3.01,1.86,1.68,1.68,2.44,2.08,1.55,0.53,0.04,0.00,0.35,7.67,0.00,0.00,0.09,0.00,13.70,1.06,4.30,2.13,3.15,0.84,4.12,3.77,3.37,0.13,0.00,1.64,0.44,0.27,0.00,0.80,7.49,3.06,1.15,1.82,1.73,0.27,1.64,13.08,1.86,11.48,1.29,6.47,3.41,2.26,0.35,0.00,0.04,0.00,0.00,0.27,0.00,0.09,0.00,0.13,0.04,3.68,0.00,0.04,0.09,0.00,0.00,0.00,0.18,0.00,3.37,0.00,0.00
20091002.Bacteria.TDoGrbpJJ14.en.txt,1,3262,26.15,78.92,30.28,38.29,3262.00,16.49,85.10,59.90,19.44,10.06,2.21,1.99,3.07,0.46,2.33,9.38,6.19,11.89,11.04,7.51,8.46,1.53,18.09,2.94,1.78,1.56,2.02,3.77,2.05,1.38,0.67,0.15,0.21,0.03,10.91,0.03,0.25,0.00,0.64,14.29,2.61,2.27,1.35,3.92,1.69,4.20,1.50,0.86,0.43,0.12,2.02,0.61,0.92,0.21,0.43,5.73,2.36,0.58,1.62,1.20,0.21,2.54,14.13,1.41,10.70,1.50,6.53,2.70,0.61,0.37,0.06,0.00,0.03,0.21,0.46,0.00,0.03,0.15,0.18,0.03,4.26,0.00,0.03,0.06,0.00,0.00,0.00,0.09,0.00,4.02,0.00,0.06
"20150701.Evaporative cooling _ Water, acids, and bases _ Biology _ Khan Academy._eEONOJHnEs.en.txt",1,1016,22.57,78.16,49.76,94.65,1016.00,17.42,87.30,58.66,17.72,6.89,0.89,1.67,2.95,0.00,1.38,10.83,5.51,12.11,11.32,8.56,11.12,0.39,18.50,6.20,2.85,2.07,0.59,3.25,5.31,4.92,0.39,0.10,0.00,0.30,8.76,0.00,0.10,0.00,0.00,10.63,0.98,1.57,1.67,4.72,0.79,4.33,3.25,0.20,0.89,2.17,3.84,2.17,0.10,0.00,1.57,7.28,1.87,0.49,3.94,0.39,0.79,1.87,14.37,2.17,16.44,4.13,9.25,2.46,0.49,0.00,0.20,0.20,0.00,0.00,1.87,0.00,0.00,0.89,0.98,0.00,4.82,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,4.63,0.00,0.00
"20150803.Uniporters, symporters and antiporters _ Biology _ Khan Academy.-aGYytZ7K7M.en.txt",1,1303,54.16,66.63,66.99,71.83,1303.00,21.34,81.81,57.18,16.65,4.37,0.31,1.92,1.00,0.00,1.15,12.28,8.06,13.43,9.98,5.99,7.83,0.54,16.04,4.37,2.23,1.00,0.84,2.00,3.07,2.76,0.31,0.00,0.00,0.31,6.83,0.00,0.08,0.00,0.00,13.28,3.07,2.53,0.84,2.76,0.69,4.60,1.15,0.84,0.31,0.00,0.08,0.08,0.00,0.00,0.00,7.21,2.46,0.54,4.37,0.31,0.00,1.07,13.58,3.07,16.50,4.60,8.83,2.99,0.08,0.69,0.15,0.23,0.00,0.00,0.31,0.00,0.00,0.00,0.08,0.08,3.99,0.00,0.00,0.15,0.00,0.00,0.00,0.31,0.00,3.53,0.00,0.00
20150812.Why heat increases entropy _ Energy and enzymes _ Biology _ Khan Academy.cKAF1v5hJoE.en.txt,1,1441,42.50,66.40,44.67,65.22,1441.00,13.39,87.30,60.72,15.48,6.94,1.73,1.32,2.01,0.07,1.80,8.54,7.77,14.02,13.19,7.98,7.98,0.76,20.68,3.82,2.98,1.11,0.83,5.34,2.22,2.15,0.07,0.00,0.07,0.00,7.29,0.00,0.00,0.00,0.07,13.05,1.46,2.91,1.46,3.75,1.18,3.89,1.53,0.76,0.56,0.21,0.14,0.14,0.00,0.00,0.00,5.90,1.32,2.01,2.01,0.97,0.00,1.32,16.17,3.05,14.64,4.65,7.98,2.29,1.94,0.21,0.07,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.28,0.00,4.23,0.00,0.00,0.14,0.00,0.00,0.00,0.07,0.00,3.96,0.00,0.07
"20090923.Chromosomes, Chromatids, Chromatin, etc..s9HPNwXd9fk.en.txt",1,3063,19.66,67.73,36.12,39.80,3063.00,15.61,81.78,60.86,19.20,7.77,2.74,1.37,2.51,0.03,1.11,11.43,7.61,10.32,10.71,10.32,10.12,0.49,16.62,2.84,2.29,2.15,2.15,2.94,1.44,1.11,0.33,0.16,0.00,0.00,8.46,0.26,0.23,0.10,0.42,10.87,1.34,1.50,1.34,2.22,1.14,4.51,2.55,1.40,0.69,0.13,0.23,0.13,0.10,0.00,0.00,3.33,1.57,0.36,0.82,0.56,0.03,2.12,13.58,2.74,11.66,1.21,5.71,4.73,0.65,0.26,0.03,0.00,0.00,0.00,0.56,0.00,0.07,0.00,0.49,0.00,4.41,0.00,0.00,0.07,0.00,0.00,0.00,0.20,0.00,4.15,0.00,0.00
20150714.Molecular structure of triglycerides (fats) _ Biology _ Khan Academy.OpyTJbzA7Fk.en.txt,1,2025,18.06,74.60,18.65,36.17,2025.00,13.58,84.40,61.28,19.06,7.26,1.98,1.19,3.01,0.20,0.89,11.80,6.12,10.72,12.54,9.09,9.53,0.35,18.32,3.65,2.32,1.58,2.42,3.46,1.63,1.09,0.49,0.05,0.00,0.35,8.20,0.05,0.20,0.00,0.40,9.93,1.23,1.14,2.12,3.11,0.89,3.46,2.77,1.14,0.25,0.25,2.47,0.99,1.48,0.00,2.02,6.57,2.42,0.74,2.22,1.23,0.05,1.48,14.52,1.73,11.31,1.28,6.86,3.16,0.89,0.40,0.00,0.10,0.10,0.00,0.44,0.00,0.05,0.10,0.30,0.00,3.60,0.00,0.00,0.10,0.00,0.00,0.00,0.25,0.00,3.26,0.00,0.00
20111101.Taxonomy and the Tree of Life.oHvLlS_Sc54.en.txt,1,2635,23.46,76.92,53.71,49.05,2635.00,15.52,87.17,63.53,19.09,10.06,1.94,2.85,2.73,0.72,1.82,9.03,7.44,11.69,10.74,9.30,9.64,1.44,16.89,5.77,4.21,2.81,0.61,2.66,1.78,1.52,0.27,0.04,0.08,0.00,11.16,0.42,0.00,0.00,0.87,14.08,2.69,1.52,1.40,3.76,1.33,5.69,1.59,1.10,0.30,0.11,2.20,0.91,0.87,0.30,0.23,6.57,3.72,0.57,1.52,0.99,0.08,1.67,14.42,0.80,13.36,1.44,8.50,3.23,0.57,0.42,0.57,0.15,0.04,0.04,0.83,0.30,0.00,0.04,0.42,0.08,3.57,0.00,0.00,0.08,0.00,0.00,0.00,0.15,0.00,3.34,0.00,0.00
