Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20140721.Nuclear shielding _ Spectroscopy _ Organic chemistry _ Khan Academy.rFmAWQSiqRo.en.txt,1,1925,55.20,85.42,37.67,68.89,1925.00,21.30,78.13,55.01,13.19,7.53,0.99,3.58,2.86,0.00,0.10,5.66,10.81,11.64,7.01,10.44,10.60,0.31,15.74,4.42,4.10,0.78,1.04,1.19,2.91,2.60,0.31,0.00,0.00,0.31,8.26,0.00,0.00,0.00,0.00,8.78,2.29,2.03,1.97,1.66,0.83,2.86,2.23,1.04,0.31,0.47,0.47,0.47,0.00,0.00,0.00,6.96,3.58,0.88,2.34,0.31,0.00,1.45,11.32,1.61,14.96,3.01,9.25,2.91,0.42,0.26,0.00,0.00,0.00,0.00,0.52,0.00,0.21,0.26,0.05,0.00,3.90,0.00,0.00,0.10,0.00,0.00,0.00,0.16,0.00,3.64,0.00,0.00
20130620.Nitration _ Aromatic Compounds _ Organic chemistry _ Khan Academy.rC165FcI4Yg.en.txt,1,1480,37.15,90.26,32.71,51.03,1480.00,13.24,80.81,59.26,16.22,8.04,1.49,5.41,1.15,0.00,0.00,8.18,6.01,14.46,8.18,10.95,10.41,0.27,15.68,2.09,1.89,1.08,2.43,2.50,2.57,1.96,0.61,0.00,0.20,0.34,9.05,0.00,0.00,0.00,0.00,5.54,0.81,1.49,1.55,0.81,0.61,0.88,3.31,1.08,1.28,0.00,0.47,0.00,0.00,0.00,0.47,11.49,6.55,1.96,1.76,1.28,0.14,1.76,11.35,3.04,16.69,4.46,7.43,4.93,0.61,0.00,0.00,0.07,0.00,0.00,0.95,0.00,0.14,0.54,0.27,0.00,2.84,0.00,0.00,0.14,0.00,0.00,0.00,0.14,0.00,2.43,0.00,0.14
20120919.Williamson ether synthesis _ Organic chemistry _ Khan Academy.X9ypryY7hrQ.en.txt,1,1256,56.59,88.37,9.97,52.66,1256.00,15.21,78.58,55.10,16.24,8.36,1.43,4.46,2.39,0.00,0.08,7.88,7.88,14.17,8.04,7.17,8.92,0.32,16.88,2.87,3.42,2.15,1.75,2.63,3.82,2.63,1.19,0.00,0.32,0.56,8.84,0.00,0.00,0.00,0.00,8.44,1.19,2.47,2.87,1.91,0.88,1.99,1.99,1.04,0.24,0.00,1.27,0.00,1.19,0.00,1.04,9.87,5.57,1.04,1.75,1.75,0.32,0.96,13.61,2.79,11.54,3.34,5.73,2.47,0.64,0.96,0.08,0.00,0.00,0.08,1.11,0.00,0.24,0.88,0.00,0.00,3.34,0.00,0.00,0.16,0.00,0.00,0.00,0.08,0.00,3.11,0.00,0.00
20140104.Kinetic and thermodynamic enolates _ Alpha Carbon Chemistry _ Organic chemistry _ Khan Academy.sBuM8hTGlag.en.txt,1,1596,39.81,92.42,25.80,36.82,1596.00,15.23,79.20,57.39,16.29,8.90,0.63,7.14,1.07,0.00,0.06,7.39,7.77,11.90,7.52,8.83,10.78,0.81,14.91,2.88,2.69,1.13,3.32,3.26,1.63,1.13,0.50,0.00,0.06,0.38,9.84,0.00,0.00,0.00,0.00,8.33,1.19,2.51,2.44,1.44,0.19,2.26,1.38,1.13,0.19,0.06,0.00,0.00,0.00,0.00,0.00,11.65,7.89,0.56,1.69,1.07,0.44,1.69,11.09,2.07,15.48,2.69,9.65,3.45,0.31,0.06,0.00,0.00,0.00,0.00,1.00,0.00,0.13,0.88,0.00,0.00,2.44,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.26,0.00,0.06
20130624.Friedel-Crafts alkylation _ Aromatic Compounds _ Organic chemistry _ Khan Academy.FHptu3tcJnM.en.txt,1,2423,29.73,92.38,23.75,38.22,2423.00,14.11,80.07,58.03,17.04,9.29,1.28,6.97,0.83,0.00,0.21,7.76,5.61,13.00,8.50,10.15,10.90,0.41,15.15,2.56,1.77,1.03,3.26,1.82,1.53,1.11,0.41,0.00,0.17,0.17,9.49,0.00,0.00,0.00,0.00,8.30,1.82,2.27,1.69,1.16,1.07,1.28,2.77,1.20,1.16,0.00,0.00,0.00,0.00,0.00,0.00,10.98,7.43,1.11,0.91,1.61,0.17,1.24,12.09,2.97,14.03,3.26,6.15,4.58,1.20,0.21,0.04,0.08,0.00,0.00,0.50,0.00,0.12,0.29,0.08,0.00,3.47,0.00,0.00,0.08,0.00,0.00,0.00,0.62,0.00,2.60,0.00,0.17
20140223.Nomenclature and properties of acyl (acid) halides and acid anhydrides _ Khan Academy.uaXgGL1dGfU.en.txt,1,1888,28.71,86.24,21.73,49.42,1888.00,17.48,81.04,55.24,13.29,6.89,0.74,5.19,0.74,0.00,0.21,6.36,6.04,11.86,7.57,11.33,13.77,0.74,14.62,2.91,2.49,0.85,2.38,2.86,1.91,1.59,0.32,0.00,0.11,0.16,8.63,0.00,0.00,0.00,0.00,8.58,1.48,1.75,1.48,2.01,1.01,2.17,4.29,0.74,0.32,0.16,1.32,0.00,0.11,0.00,0.69,9.69,5.77,0.90,1.75,1.32,0.16,0.58,12.87,1.96,13.40,2.38,7.42,3.65,0.74,0.05,0.05,0.00,0.00,0.00,0.79,0.00,0.05,0.64,0.11,0.00,3.76,0.00,0.00,0.11,0.00,0.00,0.00,0.48,0.00,3.18,0.00,0.00
"20130302.Biological redox reactions _ Alcohols, ethers, epoxides, sulfides _ Organic chemistry _ Khan Academy.SJ3TKg_3PD8.en.txt",1,1584,38.08,76.99,7.24,33.39,1584.00,19.26,76.89,59.53,14.33,4.61,0.44,2.34,1.77,0.00,0.06,9.72,6.88,14.02,11.24,9.41,10.86,0.25,15.78,1.33,1.26,0.95,1.39,1.20,2.15,1.20,0.76,0.00,0.19,0.51,5.37,0.00,0.00,0.00,0.00,7.39,1.33,1.39,2.65,1.70,0.76,1.39,1.52,1.20,0.19,0.06,0.57,0.13,0.32,0.00,0.32,6.76,2.53,1.45,1.89,1.77,0.38,1.89,11.30,0.82,11.74,1.52,8.33,2.15,1.14,0.38,0.06,0.00,0.00,0.00,0.44,0.00,0.06,0.32,0.06,0.00,2.21,0.00,0.00,0.13,0.00,0.00,0.00,0.06,0.00,1.77,0.00,0.25
20100813.Polymerization of alkenes with acid _ Alkenes and Alkynes _ Organic chemistry _ Khan Academy.tR-hzV5Tkxo.en.txt,1,2110,18.76,75.41,10.32,41.17,2110.00,11.90,82.18,62.37,20.62,7.30,2.13,2.27,1.00,1.56,0.33,13.32,7.06,10.19,10.90,9.48,8.91,0.71,18.29,2.89,1.71,1.66,1.85,2.75,1.94,1.33,0.47,0.00,0.00,0.47,8.15,0.05,1.18,0.09,2.70,6.54,0.76,0.95,1.61,2.04,0.81,1.71,1.80,1.33,0.47,0.00,0.05,0.00,0.05,0.00,0.00,5.45,2.51,0.85,0.90,1.42,0.14,2.61,14.12,2.89,11.99,1.99,4.88,5.07,0.28,0.09,0.05,0.00,0.05,0.00,0.38,0.00,0.00,0.05,0.28,0.00,3.55,0.00,0.00,0.09,0.00,0.00,0.00,0.28,0.00,3.18,0.00,0.00
20150605.Heats of combustion of alkanes _ Organic chemistry _ Khan Academy.8QYiN--_4-c.en.txt,1,1459,65.55,91.79,6.25,59.52,1459.00,16.59,79.71,51.34,11.31,7.54,0.21,6.10,1.03,0.00,0.21,3.63,7.88,13.85,7.33,7.95,10.14,0.34,13.09,4.11,3.56,1.10,12.27,2.95,2.74,2.26,0.48,0.00,0.00,0.48,8.91,0.00,0.00,0.00,0.00,7.47,1.44,2.33,1.85,1.51,0.89,1.58,0.41,0.27,0.07,0.00,0.14,0.00,0.00,0.00,0.14,9.46,6.72,0.34,1.44,0.96,0.00,1.17,11.31,1.17,10.42,2.33,6.10,1.99,1.17,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.14,0.00,3.77,0.00,0.00,0.14,0.00,0.00,0.00,0.55,0.00,3.02,0.00,0.07
20120801.Reduction of alkynes _ Alkenes and Alkynes _ Organic chemistry _ Khan Academy.RdFfIEDxo18.en.txt,1,1896,50.03,87.70,23.24,38.93,1896.00,11.81,82.07,58.65,15.72,7.23,0.58,5.70,0.74,0.00,0.21,8.49,8.54,14.66,8.44,8.97,10.28,0.74,18.04,2.80,3.06,1.00,2.95,3.38,1.48,1.11,0.37,0.00,0.32,0.05,8.28,0.00,0.00,0.00,0.00,6.80,0.32,2.64,0.90,1.00,0.84,1.79,0.90,0.69,0.11,0.05,0.37,0.00,0.37,0.00,0.00,9.81,6.65,0.95,0.90,1.16,0.21,1.21,13.66,4.32,14.82,4.22,7.33,3.43,0.47,0.11,0.00,0.16,0.00,0.00,1.27,0.00,0.37,0.69,0.16,0.00,4.96,0.00,0.00,0.11,0.00,0.00,0.00,0.11,0.00,4.75,0.00,0.00
20140613.Electronegativity _ Atomic structure and properties _ AP Chemistry _ Khan Academy.Rr7LhdSKMxY.en.txt,1,1735,41.30,75.73,20.61,60.74,1735.00,16.08,82.77,58.62,15.97,5.59,0.69,1.50,2.19,0.00,1.21,10.37,7.38,14.01,10.72,8.30,9.57,0.86,19.08,5.36,5.36,2.54,2.54,4.50,2.42,2.13,0.29,0.00,0.00,0.06,7.49,0.00,0.00,0.00,0.00,11.76,2.77,1.73,1.90,3.00,1.04,2.65,1.27,0.58,0.23,0.46,0.23,0.00,0.00,0.00,0.17,5.53,2.31,0.35,1.79,1.27,0.00,1.10,15.68,1.79,11.87,1.96,7.72,2.19,0.35,0.40,0.00,0.46,0.00,0.00,0.52,0.00,0.00,0.06,0.35,0.00,3.40,0.00,0.00,0.12,0.00,0.00,0.00,0.06,0.00,3.23,0.00,0.00
20131125.Sn2 stereochemistry _ Substitution and elimination reactions _ Organic chemistry _ Khan Academy.WrsROtPSeuA.en.txt,1,1014,51.53,75.82,55.92,30.78,1014.00,14.60,80.67,59.17,16.67,5.42,1.08,2.76,1.48,0.00,0.10,11.24,10.36,11.54,8.68,7.99,8.88,0.10,15.58,3.25,2.56,1.58,3.06,3.35,1.48,0.89,0.59,0.00,0.20,0.39,6.71,0.10,0.00,0.00,0.00,8.48,1.58,1.87,1.08,1.68,0.79,2.76,1.58,1.18,0.30,0.10,0.39,0.20,0.20,0.00,0.10,6.80,3.94,0.20,2.27,0.59,0.00,1.08,12.33,2.27,17.55,3.65,9.66,4.34,0.10,0.49,0.00,0.00,0.00,0.00,0.69,0.00,0.20,0.00,0.49,0.00,2.76,0.00,0.00,0.20,0.00,0.00,0.00,0.39,0.00,2.17,0.00,0.00
20101020.Fischer esterification _ Carboxylic acids and derivatives _ Organic chemistry _ Khan Academy.dbdVMThH1n8.en.txt,1,3128,22.72,70.89,13.40,32.92,3128.00,13.71,82.90,61.48,19.47,6.23,1.76,1.53,1.85,0.80,0.29,13.24,7.07,10.39,11.38,10.07,7.48,0.48,16.53,2.43,1.82,0.93,4.38,2.94,1.82,1.12,0.70,0.00,0.13,0.51,7.16,0.00,0.64,0.00,1.44,9.18,1.05,2.49,1.50,1.69,1.05,2.81,2.78,0.96,0.13,0.42,0.13,0.00,0.03,0.00,0.13,5.95,2.11,1.02,1.28,1.79,0.10,2.85,12.88,2.27,11.03,0.96,5.75,4.70,0.19,0.10,0.00,0.10,0.00,0.00,0.42,0.00,0.32,0.00,0.06,0.03,2.33,0.00,0.00,0.06,0.00,0.00,0.00,0.13,0.00,2.14,0.00,0.00
20150419.Stabilization of a conjugate base - resonance _ Organic chemistry _ Khan Academy.COZqJb-HT-k.en.txt,1,1169,54.13,71.39,14.08,30.08,1169.00,13.94,75.28,56.46,15.65,5.39,0.51,4.02,0.51,0.00,0.34,10.27,7.61,13.26,9.24,5.99,6.76,2.74,14.88,4.11,2.99,1.11,2.91,2.31,2.48,1.37,1.11,0.00,0.00,1.11,6.76,0.00,0.00,0.00,0.00,7.78,1.37,1.11,1.97,1.54,0.26,2.40,3.76,2.22,0.43,0.00,0.00,0.00,0.00,0.00,0.00,6.76,4.19,1.11,1.63,0.68,0.00,1.28,12.49,0.77,12.23,1.03,9.50,1.71,0.17,0.00,0.17,0.34,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.00,3.25,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.00,2.91,0.00,0.00
20150604.Newman projection practice 2 _ Organic chemistry _ Khan Academy.iUrleWSqok4.en.txt,1,1861,46.76,95.60,32.14,44.46,1861.00,11.66,81.30,58.36,16.17,9.13,0.97,7.47,0.64,0.00,0.05,7.04,9.03,12.14,8.38,8.92,9.46,0.32,16.77,3.82,1.77,0.64,2.58,4.89,1.45,1.24,0.21,0.11,0.05,0.05,11.93,0.00,0.00,0.00,0.00,5.59,1.13,0.48,1.93,1.45,0.48,1.67,3.82,3.71,0.11,0.00,0.05,0.05,0.00,0.00,0.00,14.35,11.02,0.48,2.47,0.43,0.00,0.81,12.84,3.49,16.39,3.49,9.94,3.60,0.27,0.48,0.00,0.00,0.00,0.00,0.32,0.00,0.05,0.05,0.21,0.00,4.51,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,4.41,0.00,0.00
20131021.Preparation of mesylates and tosylates _ Organic chemistry _ Khan Academy.rR0LdZ-PfBk.en.txt,1,1622,38.35,93.59,7.29,25.77,1622.00,12.64,78.18,58.45,14.86,7.46,0.12,6.29,0.99,0.00,0.06,7.40,8.45,11.28,9.37,9.31,10.97,0.31,16.28,1.85,1.54,0.86,2.22,3.08,2.59,1.29,1.29,0.00,0.49,0.68,9.37,0.00,0.00,0.06,0.00,7.15,0.49,1.60,3.58,1.05,0.80,0.99,1.42,0.92,0.49,0.00,0.62,0.00,0.62,0.00,0.62,10.91,7.21,1.29,1.23,1.36,0.12,0.55,12.33,2.34,14.24,2.84,7.52,4.01,0.25,0.62,0.00,0.00,0.00,0.00,0.86,0.00,0.31,0.49,0.06,0.00,3.14,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,2.90,0.00,0.12
20150531.Conformational analysis of butane _ Organic chemistry _ Khan Academy.dTst62XXJ8g.en.txt,1,1651,41.26,77.00,12.14,68.09,1651.00,18.17,74.80,52.82,14.84,6.24,1.09,4.18,0.73,0.00,0.24,8.60,7.81,10.12,8.12,8.78,9.93,0.30,13.45,3.88,3.82,0.79,4.42,4.06,3.33,2.79,0.55,0.36,0.00,0.18,7.33,0.00,0.00,0.00,0.00,8.00,1.15,0.85,1.88,2.73,0.61,3.45,2.30,2.12,0.12,0.06,0.00,0.00,0.00,0.00,0.00,9.87,5.69,0.97,1.88,1.39,0.00,1.09,11.39,1.51,10.18,2.06,6.78,1.82,0.24,0.55,0.00,0.42,0.00,0.00,0.18,0.00,0.06,0.00,0.12,0.00,2.79,0.00,0.00,0.12,0.00,0.00,0.00,0.06,0.00,2.60,0.00,0.00
20131223.Reactivity of aldehydes and ketones _ Aldehydes and ketones _ Organic chemistry _ Khan Academy.BlBQBOb0OQ4.en.txt,1,1921,50.22,83.10,26.78,37.75,1921.00,15.62,76.31,55.08,13.07,6.66,1.35,4.58,0.52,0.00,0.21,6.30,8.38,12.60,7.70,9.84,10.93,0.31,14.63,2.97,2.39,0.62,2.81,3.96,2.24,1.46,0.78,0.00,0.26,0.52,7.08,0.00,0.00,0.00,0.00,6.40,1.87,1.30,0.73,1.41,1.30,0.94,0.62,0.57,0.05,0.00,0.00,0.00,0.00,0.00,0.00,9.01,5.99,0.88,1.20,0.83,0.10,1.30,11.45,2.76,13.85,3.07,7.91,2.92,0.31,0.00,0.00,0.36,0.00,0.00,1.61,0.00,0.99,0.52,0.16,0.00,2.97,0.00,0.00,0.10,0.00,0.00,0.00,0.10,0.00,2.76,0.00,0.00
20130626.Ortho-para directors III _ Aromatic Compounds _ Organic chemistry _ Khan Academy.SFd8mcpP3TU.en.txt,1,1655,64.12,70.89,25.12,42.20,1655.00,23.44,78.67,55.47,11.66,5.86,1.45,1.87,2.36,0.00,0.18,5.80,9.37,13.84,8.16,8.76,9.97,0.54,12.02,3.99,3.20,0.97,1.51,2.11,2.72,1.81,0.91,0.00,0.00,0.60,6.04,0.00,0.00,0.00,0.00,11.42,2.96,4.53,1.51,1.57,0.79,2.78,3.50,1.21,1.93,0.00,0.24,0.00,0.24,0.00,0.00,5.92,2.78,1.27,1.57,0.91,0.00,0.85,10.45,0.91,11.30,1.93,6.53,2.96,0.66,0.42,0.00,0.66,0.00,0.00,0.18,0.00,0.06,0.12,0.00,0.00,1.87,0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,1.63,0.00,0.00
20140704.Bonds as springs _ Spectroscopy _ Organic chemistry _ Khan Academy.ETdNsO7mKXM.en.txt,1,2280,53.47,84.14,40.53,66.45,2280.00,13.77,84.78,57.85,13.68,6.97,0.35,3.82,2.76,0.00,0.04,6.71,10.83,12.50,7.85,9.87,11.23,0.44,16.49,4.52,3.25,1.75,3.51,2.46,2.68,2.41,0.26,0.04,0.00,0.09,7.41,0.09,0.00,0.09,0.00,8.55,1.49,2.02,2.76,2.54,0.57,3.20,0.83,0.39,0.13,0.26,0.22,0.00,0.22,0.00,0.00,8.07,3.86,0.26,3.03,0.96,0.00,0.53,12.63,1.80,17.28,4.74,7.72,5.44,0.83,0.09,0.00,0.00,0.00,0.00,1.32,0.00,0.88,0.92,0.35,0.00,4.21,0.00,0.00,0.09,0.00,0.00,0.00,0.26,0.00,3.86,0.00,0.00
20140613.Exponential decay and semi-log plots _ Nuclear chemistry _ Chemistry _ Khan Academy.vnNlvnnBX0I.en.txt,1,1740,29.88,86.51,17.05,30.63,1740.00,9.94,82.82,58.10,15.34,8.28,0.75,5.52,2.01,0.00,0.00,7.07,5.46,13.45,10.06,9.43,10.40,2.01,17.82,4.37,2.76,1.15,3.68,3.91,1.61,0.92,0.63,0.06,0.00,0.00,8.45,0.06,0.00,0.00,0.00,8.33,1.49,0.75,3.39,1.61,1.15,2.18,2.01,0.92,1.09,0.00,0.92,0.00,0.92,0.00,0.00,8.33,5.57,0.57,0.75,1.44,0.00,1.09,13.62,1.44,14.25,1.61,7.87,4.94,0.34,0.75,0.11,0.00,0.00,0.00,0.92,0.00,0.34,0.52,0.17,0.00,5.75,0.00,0.00,0.11,0.00,0.00,0.00,1.26,0.00,3.91,0.00,0.46
20140729.Hydrogen deficiency index _ Spectroscopy _ Organic chemistry _ Khan Academy.5bWxTfRZx70.en.txt,1,1425,37.14,95.30,2.50,22.51,1425.00,15.30,74.25,52.35,12.42,8.98,0.28,7.02,1.68,0.00,0.00,3.44,5.96,12.63,9.96,10.32,11.09,0.35,16.35,2.53,2.60,1.19,15.02,4.42,1.47,0.63,0.84,0.00,0.00,0.70,9.54,0.21,0.00,0.00,0.00,5.47,1.05,1.33,1.40,1.05,0.56,0.84,1.33,0.35,0.98,0.00,0.00,0.00,0.00,0.00,0.00,10.81,7.30,0.35,0.56,2.53,0.14,2.46,13.54,0.56,8.42,0.77,3.58,4.14,0.42,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.28,0.00,0.00,8.35,0.00,0.00,0.14,0.14,0.00,0.00,0.07,0.00,7.23,0.00,0.77
20131029.Electronegativity and bonding _ Chemical bonds _ Chemistry _ Khan Academy.126N4hox9YA.en.txt,1,2097,64.41,65.22,27.73,68.95,2097.00,18.69,78.16,56.37,12.64,5.34,1.24,2.91,0.95,0.05,0.19,7.11,9.20,14.97,9.54,7.44,9.11,1.24,17.79,5.96,4.67,1.10,3.10,2.58,3.43,2.81,0.52,0.00,0.00,0.38,5.63,0.00,0.00,0.00,0.05,8.20,1.57,0.76,1.38,1.81,1.00,3.10,2.10,1.96,0.14,0.00,0.00,0.00,0.00,0.00,0.00,6.10,3.24,0.91,1.29,0.76,0.24,1.34,13.02,2.24,12.97,2.86,7.92,2.29,0.29,0.14,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.14,0.05,0.00,4.39,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,4.24,0.00,0.05
"20170206.Naming ionic compound with polyvalent ion _ Atoms, compounds, and ions _ Chemistry _ Khan Academy.vVTwzjvWySs.en.txt",1,662,30.87,85.14,4.13,48.17,662.00,8.31,83.53,63.75,18.13,8.16,1.21,4.08,1.81,0.00,1.06,9.97,7.10,13.60,14.35,6.34,8.91,0.91,19.94,1.66,1.66,1.96,4.98,2.11,1.51,1.36,0.15,0.00,0.15,0.00,9.82,0.00,0.15,0.00,0.00,11.63,2.27,1.96,3.47,1.66,1.51,3.17,1.81,1.66,0.15,0.00,0.00,0.00,0.00,0.00,0.00,7.55,4.83,0.76,0.45,2.11,0.00,0.60,16.16,2.11,7.40,1.21,4.68,1.36,0.91,0.30,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.15,0.30,0.00,2.87,0.00,0.00,0.30,0.00,0.00,0.00,0.30,0.00,2.27,0.00,0.00
20120825.Synthesis of alcohols using Grignard reagents II _ Organic chemistry _ Khan Academy.DhwgNaRwscQ.en.txt,1,2155,40.11,90.14,40.36,39.01,2155.00,14.57,83.06,57.31,17.82,10.39,2.92,5.61,1.86,0.00,0.00,7.42,6.40,13.92,8.03,8.49,9.88,0.56,18.14,1.35,1.53,1.44,2.13,4.36,2.23,1.48,0.74,0.09,0.28,0.32,10.26,0.00,0.00,0.00,0.00,7.47,1.58,2.46,1.76,0.97,0.88,1.35,1.67,1.11,0.51,0.00,1.21,0.05,1.16,0.00,1.16,11.32,7.75,0.79,1.25,1.53,0.05,1.53,12.95,3.71,15.45,3.94,7.94,3.94,0.46,1.44,0.05,0.00,0.00,0.00,2.27,0.00,1.02,0.88,0.37,0.00,4.13,0.00,0.00,0.09,0.00,0.00,0.00,0.05,0.00,3.99,0.00,0.00
20100727.Introduction to chirality _ Stereochemistry _ Organic chemistry _ Khan Academy.tk-SNvCPLCE.en.txt,1,1132,28.54,60.46,35.78,40.02,1132.00,11.40,82.86,61.22,18.11,7.60,2.30,2.03,2.47,0.00,0.80,10.51,8.30,10.78,10.95,8.13,8.75,2.03,18.90,2.39,2.03,1.24,0.71,2.39,1.15,0.97,0.18,0.09,0.00,0.00,8.39,0.00,0.00,0.00,0.00,13.52,0.97,0.80,1.94,5.04,1.15,5.92,5.21,2.83,0.97,1.33,1.41,1.33,0.00,0.00,0.00,6.54,3.36,1.86,0.88,0.80,0.00,1.33,15.19,2.92,11.57,1.94,6.10,3.62,0.53,0.09,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.27,0.00,3.89,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,3.71,0.00,0.00
20130706.Multiple substituents _ Aromatic Compounds _ Organic chemistry _ Khan Academy.iF-f2-KSw6E.en.txt,1,1218,21.80,76.75,43.04,43.74,1218.00,13.46,86.45,60.92,17.73,8.70,3.45,4.43,0.66,0.00,0.16,9.03,6.98,11.17,10.43,10.84,10.59,0.41,18.31,2.22,1.56,2.22,2.22,4.43,1.48,1.23,0.25,0.00,0.00,0.08,7.80,0.00,0.00,0.00,0.00,9.85,2.46,2.87,2.13,1.89,0.74,1.72,2.55,1.48,1.07,0.00,0.08,0.00,0.08,0.00,0.00,11.00,6.40,1.31,2.13,1.23,0.08,0.90,14.86,2.38,14.45,2.30,7.80,4.35,2.22,0.16,0.00,0.08,0.00,0.00,0.90,0.00,0.16,0.00,0.74,0.00,3.28,0.00,0.00,0.16,0.00,0.00,0.00,0.25,0.00,2.87,0.00,0.00
20100727.Cahn-Ingold-Prelog system for naming enantiomers _ Organic chemistry _ Khan Academy.DfO27juYly8.en.txt,1,1989,32.51,87.41,30.25,26.60,1989.00,12.42,81.25,58.72,17.30,7.59,0.50,4.63,1.86,0.00,0.60,9.70,7.39,11.16,12.17,8.90,7.14,0.35,18.50,2.92,2.21,1.76,5.08,1.76,1.16,0.60,0.55,0.00,0.35,0.05,9.40,0.10,0.00,0.05,0.05,9.10,1.16,0.80,2.82,1.86,0.70,3.57,1.21,0.96,0.10,0.15,0.05,0.00,0.00,0.00,0.00,7.54,5.43,0.45,1.16,0.60,0.15,2.06,14.68,1.76,15.49,2.71,8.75,4.17,0.40,0.15,0.00,0.00,0.00,0.00,0.80,0.00,0.35,0.00,0.40,0.00,4.22,0.00,0.00,0.10,0.00,0.00,0.00,0.50,0.00,3.57,0.00,0.05
20150626.Fischer projection practice _ Stereochemistry _ Organic chemistry _ Khan Academy.66_qW5UhYn0.en.txt,1,1639,43.48,91.97,48.70,22.00,1639.00,9.88,81.57,61.62,17.27,8.85,0.61,7.50,0.67,0.00,0.06,8.42,9.82,13.12,9.15,9.27,10.07,0.43,16.84,1.95,1.71,0.37,3.11,1.40,1.34,0.55,0.79,0.12,0.37,0.18,9.40,0.00,0.00,0.00,0.00,7.20,1.77,1.04,1.28,0.31,1.04,2.50,2.56,1.95,0.37,0.00,0.00,0.00,0.00,0.00,0.00,11.17,8.18,0.73,2.26,0.49,0.00,1.40,12.87,2.32,17.21,2.32,12.45,2.50,0.73,0.24,0.00,0.00,0.00,0.00,0.73,0.00,0.55,0.06,0.12,0.00,3.97,0.00,0.00,0.12,0.12,0.00,0.00,0.06,0.00,3.54,0.00,0.12
20150622.Drawing enantiomers _ Stereochemistry _ Organic chemistry _ Khan Academy.HOMn523JBok.en.txt,1,1794,43.49,96.77,60.72,31.47,1794.00,12.10,83.39,62.93,20.74,11.04,0.78,8.36,1.84,0.00,0.06,9.70,7.69,15.50,7.58,8.08,9.87,0.17,15.27,1.73,1.62,0.39,1.28,1.62,0.67,0.50,0.17,0.06,0.06,0.00,11.15,0.06,0.00,0.00,0.06,6.02,2.23,0.72,1.06,1.23,0.45,1.90,3.29,3.07,0.22,0.00,0.72,0.67,0.06,0.00,0.00,11.37,8.86,1.00,1.56,0.33,0.00,1.45,12.21,3.34,18.78,3.23,13.04,2.56,0.06,0.50,0.00,0.00,0.00,0.00,0.45,0.00,0.22,0.06,0.11,0.00,3.90,0.00,0.00,0.11,0.00,0.00,0.00,0.33,0.00,3.46,0.00,0.00
20090901.Van der Waals forces _ States of matter and intermolecular forces _ Chemistry _ Khan Academy.8qfzpJvsp04.en.txt,1,2164,34.76,50.37,21.95,76.92,2164.00,16.59,80.04,58.46,15.71,5.41,1.89,0.83,1.80,0.14,0.74,10.30,8.83,10.54,11.74,8.32,8.69,1.34,16.64,4.57,2.96,1.85,2.26,3.51,3.79,3.28,0.51,0.00,0.00,0.14,5.55,0.00,0.14,0.00,0.28,13.22,1.39,2.36,1.66,3.74,2.03,4.85,1.39,0.55,0.42,0.32,0.69,0.00,0.42,0.00,0.09,5.78,1.62,0.28,2.45,1.48,0.00,1.06,13.86,2.31,10.03,1.11,6.24,2.68,0.37,0.14,0.00,0.09,0.00,0.00,0.14,0.00,0.05,0.00,0.09,0.00,4.53,0.00,0.00,0.09,0.00,0.00,0.00,0.23,0.00,4.21,0.00,0.00
